,UDI,Product ID,Type,Air temperature [K],Rotational speed [rpm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4940,6837,H36250,H,301.1,0.31621459574768895,194.0,False,False,False,False,False,False
4941,6987,L54166,L,300.7,0.31621459576893257,161.0,False,False,False,False,False,False
4942,1322,L48501,L,298.9,0.316214595749834,185.0,False,False,False,False,False,False
4943,4409,L51588,L,302.4,0.3162145957772584,59.0,False,False,False,False,False,False
4944,9732,L56911,L,298.8,0.31621459575216726,149.0,False,False,False,False,False,False
4945,7120,L54299,L,301.0,0.3162145957512396,83.0,False,False,False,False,False,False
4946,4635,L51814,L,303.0,0.31621459577121025,205.0,False,False,False,False,False,False
4947,953,L48132,L,295.5,0.31621459575665806,65.0,False,False,False,False,False,False
4948,2981,L50160,L,300.4,0.31621459575658817,110.0,False,False,False,False,False,False
4949,5143,L52322,L,304.4,0.3162145957637675,0.0,False,False,False,False,False,False
4950,4960,L52139,L,303.8,0.31621459577056843,154.0,False,False,False,False,False,False
4951,9261,L56440,L,298.2,0.3162145957511538,8.0,False,False,False,False,False,False
4952,6184,H35597,H,300.0085898275486,0.3162145957597269,21.0,False,False,False,False,False,False
4953,8170,M23029,M,300.0085898275486,0.31621459577089317,150.0,False,False,False,False,False,False
4954,9335,L56514,L,298.4,0.31621459575322486,201.0,False,False,False,False,False,False
4955,5937,M20796,M,300.0085898275486,0.31621459576273875,65.0,False,False,False,False,False,False
4956,6693,M21552,M,301.8,0.31621459577360006,30.0,False,False,False,False,False,False
4957,832,M15691,M,296.6,0.31621459576252625,170.0,False,False,False,False,False,False
4958,7952,M22811,M,300.9,0.31621459577370276,25.0,False,False,False,False,False,False
4959,9386,M24245,M,297.5,0.31621459577522704,125.0,False,False,False,False,False,False
4960,2520,L49699,L,298.8,0.3162145957666759,108.0,False,False,False,False,False,False
4961,8825,M23684,M,297.3,0.3162145957725199,137.0,False,False,False,False,False,False
4962,4656,L51835,L,303.1,0.3162145957739805,19.0,False,False,False,False,False,False
4963,8070,M22929,M,300.5,0.31621459577449196,100.0,False,False,False,False,False,False
4964,9020,L56199,L,300.0085898275486,0.3162145957679431,0.0,False,False,False,False,False,False
4965,1377,M16236,M,298.8,0.3162145957615973,102.0,False,False,False,False,False,False
4966,3748,L50927,L,302.5,0.31621459575996985,135.0,False,False,False,False,False,False
4967,9774,L56953,L,298.5,0.3162145957633626,37.0,False,False,False,False,False,False
4968,5982,M20841,M,300.7,0.3162145957484524,183.0,False,False,False,False,False,False
4969,2703,L49882,L,299.8,0.316214595771366,63.0,False,False,False,False,False,False
4970,3047,M17906,M,300.0085898275486,0.3162145957600903,48.0,False,False,False,False,False,False
4971,5085,L52264,L,304.1,0.31621459577651373,59.0,False,False,False,False,False,False
4972,6293,L53472,L,301.0,0.3162145957659373,84.0,False,False,False,False,False,False
4973,6573,L53752,L,301.4,0.3162145957552218,176.0,False,False,False,False,False,False
4974,8884,M23743,M,297.9,0.3162145957617088,96.0,False,False,False,False,False,False
4975,7388,H36801,H,299.8,0.3162145957548495,116.0,False,False,False,False,False,False
4976,4736,L51915,L,303.2,0.31621459576252625,227.0,False,False,False,False,False,False
4977,3648,L50827,L,302.2,0.31621459575514776,88.0,False,False,False,False,False,False
4978,4056,L51235,L,302.0,0.3162145957742514,48.0,False,False,False,False,False,False
4979,5106,L52285,L,304.1,0.3162145957508946,115.0,False,False,False,False,False,False
4980,8699,H38112,H,297.3,0.31621459575595035,16.0,False,False,False,False,False,False
4981,9277,L56456,L,298.1,0.3162145957690427,49.0,False,False,False,False,False,False
4982,6477,L53656,L,300.5,0.31621459575174937,141.0,False,False,False,False,False,False
4983,8014,M22873,M,300.9,0.31621459575322486,108.0,False,False,False,False,False,False
4984,2851,L50030,L,300.4,0.31621459576829286,209.0,False,False,False,False,False,False
4985,2446,H31859,H,299.2,0.31621459575098126,78.0,False,False,False,False,False,False
4986,7564,M22423,M,300.4,0.3162145957733919,133.0,False,False,False,False,False,False
4987,9404,L56583,L,297.7,0.3162145957692605,179.0,False,False,False,False,False,False
4988,9648,L56827,L,299.2,0.3162145957573457,183.0,False,False,False,False,False,False
4989,471,H29884,H,297.3,0.31621459575996985,134.0,False,False,False,False,False,False
4990,8542,L55721,L,298.5,0.3162145957706667,49.0,False,False,False,False,False,False
4991,7956,M22815,M,300.9,0.31621459574475586,35.0,False,False,False,False,False,False
4992,8838,M23697,M,297.5,0.31621459576231153,176.0,False,False,False,False,False,False
4993,5051,H34464,H,304.0,0.3162145957694039,171.0,False,False,False,False,False,False
4994,9354,L56533,L,298.2,0.3162145957482633,37.0,False,False,False,False,False,False
4995,360,M15219,M,300.0085898275486,0.31621459576371735,71.0,False,False,False,False,False,False
4996,9362,L56541,L,298.0,0.3162145957657588,56.0,False,False,False,False,False,False
4997,175,L47354,L,298.2,0.3162145957443298,108.0,False,False,False,False,False,False
4998,4928,M19787,M,303.5,0.3162145957624728,71.0,False,False,False,False,False,False
4999,9490,L56669,L,298.9,0.3162145957536209,207.0,False,False,False,False,False,False
5000,865,M15724,M,296.0,0.31621459577786115,48.0,False,False,False,False,False,False
5001,6708,L53887,L,300.0085898275486,0.31621459576315686,72.0,False,False,False,False,False,False
5002,3481,L50660,L,301.9,0.3162145957530648,79.0,False,False,False,False,False,False
5003,5165,M20024,M,304.3,0.3162145957663757,53.0,False,False,False,False,False,False
5004,2870,L50049,L,300.8,0.31621459576114497,14.0,False,False,False,False,False,False
5005,3150,H32563,H,300.4,0.31621459576003014,112.0,False,False,False,False,False,False
5006,8341,M23200,M,298.8,0.31621459575879135,157.0,False,False,False,False,False,False
5007,4801,M19660,M,303.5,0.31621459574901273,172.0,False,False,False,False,False,False
5008,6067,L53246,L,301.0,0.3162145957726604,174.0,False,False,False,False,False,False
5009,724,M15583,M,297.4,0.31621459576003014,137.0,False,False,False,False,False,False
5010,8834,L56013,L,297.4,0.3162145957617088,165.0,False,False,False,False,False,False
5011,7004,L54183,L,300.5,0.31621459576231153,206.0,False,False,False,False,False,False
5012,2724,L49903,L,300.0085898275486,0.316214595749834,117.0,False,False,False,False,False,False
5013,2528,L49707,L,298.8,0.3162145957567971,57.0,False,False,False,False,False,False
5014,1731,M16590,M,298.3,0.3162145957468071,114.0,False,False,False,False,False,False
5015,9276,L56455,L,298.2,0.316214595765533,47.0,False,False,False,False,False,False
5016,4010,L51189,L,302.2,0.3162145957666333,169.0,False,False,False,False,False,False
5017,239,L47418,L,297.9,0.31621459575249705,193.0,False,False,False,False,False,False
5018,96,M14955,M,299.0,0.3162145957488271,44.0,False,False,False,False,False,False
5019,3577,L50756,L,301.6,0.3162145957652582,116.0,False,False,False,False,False,False
5020,8156,L55335,L,299.5,0.3162145957417712,112.0,False,False,False,False,False,False
5021,8663,L55842,L,297.5,0.31621459576085725,134.0,False,False,False,False,False,False
5022,8134,L55313,L,300.0085898275486,0.3162145957578818,58.0,False,False,False,False,False,False
5023,2516,L49695,L,298.8,0.3162145957594194,29.0,False,False,False,False,False,False
5024,8152,L55331,L,299.5,0.31621459575827604,104.0,False,False,False,False,False,False
5025,1083,H30496,H,300.0085898275486,0.3162145957546235,192.0,False,False,False,False,False,False
5026,8329,L55508,L,298.6,0.31621459574630634,127.0,False,False,False,False,False,False
5027,4680,L51859,L,303.6,0.31621459576918826,90.0,False,False,False,False,False,False
5028,9262,H38675,H,298.3,0.31621459575814537,108.0,False,False,False,False,False,False
5029,2045,L49224,L,299.3,0.31621459575814537,118.0,False,False,False,False,False,False
5030,5194,H34607,H,304.0,0.31621459575369937,132.0,False,False,False,False,False,False
5031,5601,L52780,L,302.8,0.31621459575923283,84.0,False,False,False,False,False,False
5032,3665,M18524,M,302.3,0.3162145957688216,130.0,False,False,False,False,False,False
5033,741,M15600,M,300.0085898275486,0.3162145957567971,186.0,False,False,False,False,False,False
5034,3217,L50396,L,300.5,0.3162145957675853,62.0,False,False,False,False,False,False
5035,9553,M24412,M,299.3,0.31621459576137234,141.0,False,False,False,False,False,False
5036,5450,L52629,L,303.1,0.3162145957814924,113.0,False,False,False,False,False,False
5037,1603,H31016,H,300.0085898275486,0.3162145957653043,13.0,False,False,False,False,False,False
5038,3107,L50286,L,299.8,0.3162145957591076,207.0,False,False,False,False,False,False
5039,8893,L56072,L,297.6,0.31621459575847066,119.0,False,False,False,False,False,False
5040,9476,L56655,L,298.8,0.31621459576137234,165.0,False,False,False,False,False,False
5041,3372,L50551,L,301.4,0.31621459577689387,19.0,False,False,False,False,False,False
5042,2233,L49412,L,299.5,0.3162145957683313,177.0,False,False,False,False,False,False
5043,7510,L54689,L,300.6,0.31621459575072053,212.0,True,False,False,False,True,False
5044,6671,L53850,L,301.5,0.31621459577705974,210.0,False,False,False,False,False,False
5045,275,L47454,L,298.1,0.3162145957675451,63.0,False,False,False,False,False,False
5046,6869,L54048,L,301.0,0.3162145957499239,62.0,False,False,False,False,False,False
5047,8605,L55784,L,297.4,0.31621459574335103,211.0,False,False,False,False,False,False
5048,5200,L52379,L,300.0085898275486,0.3162145957602101,154.0,False,False,False,False,False,False
5049,5954,M20813,M,300.7,0.31621459575917027,106.0,False,False,False,False,False,False
5050,8347,L55526,L,298.7,0.31621459576535027,176.0,False,False,False,False,False,False
5051,2047,L49226,L,300.0085898275486,0.31621459575208416,123.0,False,False,False,False,False,False
5052,8960,L56139,L,297.3,0.3162145957546235,73.0,False,False,False,False,False,False
5053,1608,L48787,L,300.0085898275486,0.31621459575401106,27.0,False,False,False,False,False,False
5054,9114,L56293,L,297.6,0.31621459577086103,42.0,False,False,False,False,False,False
5055,7003,H36416,H,300.5,0.31621459575393346,201.0,False,False,False,False,False,False
5056,2937,M17796,M,300.9,0.3162145957525789,192.0,False,False,False,False,False,False
5057,4376,L51555,L,302.0,0.3162145957541655,209.0,False,False,False,False,False,False
5059,1260,M16119,M,297.5,0.31621459574142324,19.0,False,False,False,False,False,False
5060,9486,L56665,L,300.0085898275486,0.3162145957647905,197.0,False,False,False,False,False,False
5061,3666,M18525,M,302.4,0.3162145957494718,133.0,False,False,False,False,False,False
5062,7787,L54966,L,300.3,0.3162145957578818,62.0,False,False,False,False,False,False
5063,5799,L52978,L,301.5,0.3162145957653043,160.0,False,False,False,False,False,False
5064,4116,H33529,H,302.0,0.316214595748358,196.0,False,False,False,False,False,False
5065,3113,M17972,M,299.8,0.3162145957491972,108.0,False,False,False,False,False,False
5066,4180,L51359,L,302.4,0.3162145957486403,148.0,True,False,True,False,False,False
5067,7517,M22376,M,300.3,0.31621459573590516,12.0,False,False,False,False,False,False
5068,527,L47706,L,297.6,0.3162145957508077,55.0,False,False,False,False,False,False
5069,5997,M20856,M,300.5,0.3162145957519173,225.0,False,False,False,False,False,False
5070,3777,L50956,L,302.5,0.31621459576220323,108.0,False,False,False,False,False,False
5071,8295,M23154,M,298.9,0.31621459576148514,27.0,False,False,False,False,False,False
5072,2859,L50038,L,300.5,0.31621459575439553,231.0,True,False,False,False,True,False
5073,9911,L57090,L,298.6,0.3162145957580798,4.0,False,False,False,False,False,False
5074,1277,M16136,M,300.0085898275486,0.31621459576911565,73.0,False,False,False,False,False,False
5075,3038,L50217,L,300.5,0.31621459577477373,28.0,False,False,False,False,False,False
5076,8265,M23124,M,299.1,0.3162145957528229,165.0,False,False,False,False,False,False
5077,915,M15774,M,295.4,0.31621459576108774,178.0,False,False,False,False,False,False
5078,3413,L50592,L,301.3,0.3162145957450719,127.0,False,False,False,False,False,False
5079,1352,L48531,L,300.0085898275486,0.31621459576148514,108.0,False,False,False,False,False,False
5080,5421,L52600,L,302.6,0.316214595760741,44.0,False,False,False,False,False,False
5081,941,L48120,L,295.6,0.3162145957563067,33.0,False,False,False,False,False,False
5082,6423,L53602,L,300.3,0.3162145957511538,4.0,False,False,False,False,False,False
5083,3181,M18040,M,300.2,0.3162145957555887,191.0,False,False,False,False,False,False
5084,2513,L49692,L,298.9,0.3162145957617643,23.0,False,False,False,False,False,False
5085,6835,L54014,L,301.1,0.3162145957512396,190.0,False,False,False,False,False,False
5086,2967,L50146,L,300.6,0.31621459576535027,69.0,False,False,False,False,False,False
5087,9397,L56576,L,297.8,0.31621459575990934,160.0,False,False,False,False,False,False
5088,9230,M24089,M,298.1,0.31621459577782784,129.0,False,False,False,False,False,False
5089,1485,M16344,M,298.0,0.3162145957634646,155.0,False,False,False,False,False,False
5090,6457,L53636,L,300.7,0.31621459575200084,83.0,False,False,False,False,False,False
5091,970,L48149,L,295.9,0.31621459575401106,109.0,False,False,False,False,False,False
5092,1144,L48323,L,300.0085898275486,0.31621459575872757,151.0,False,False,False,False,False,False
5093,2688,L49867,L,299.9,0.3162145957485465,31.0,False,False,False,False,False,False
5094,352,M15211,M,297.6,0.3162145957658036,48.0,False,False,False,False,False,False
5095,2125,L49304,L,299.2,0.3162145957553692,117.0,False,False,False,False,False,False
5096,253,L47432,L,298.0,0.31621459576620164,5.0,False,False,False,False,False,False
5097,569,L47748,L,297.8,0.3162145957758294,108.0,False,False,False,False,False,False
5098,6836,L54015,L,301.0,0.3162145957727993,192.0,False,False,False,False,False,False
5099,5257,L52436,L,300.0085898275486,0.31621459575249705,80.0,False,False,False,False,False,False
5100,8604,H38017,H,297.3,0.31621459575174937,206.0,False,False,False,False,False,False
5101,1806,H31219,H,298.1,0.31621459575106764,113.0,False,False,False,False,False,False
5102,7949,L55128,L,300.8,0.31621459575872757,18.0,False,False,False,False,False,False
5103,4164,L51343,L,302.1,0.3162145957692244,107.0,False,False,False,False,False,False
5104,7152,H36565,H,300.2,0.31621459577520483,165.0,False,False,False,False,False,False
5105,70,L47249,L,298.9,0.3162145957538557,191.0,True,False,False,True,True,False
5106,7785,L54964,L,300.3,0.3162145957533045,58.0,False,False,False,False,False,False
5107,5023,L52202,L,304.0,0.31621459575338395,90.0,False,False,False,False,False,False
5108,6292,M21151,M,301.1,0.3162145957626858,81.0,False,False,False,False,False,False
5109,7593,M22452,M,300.5,0.31621459576289657,205.0,False,False,False,False,False,False
5110,2673,L49852,L,299.7,0.31621459575644784,0.0,False,False,False,False,False,False
5111,5349,L52528,L,303.3,0.3162145957663323,102.0,False,False,False,False,False,False
5112,7007,H36420,H,300.6,0.31621459575454774,3.0,False,False,False,False,False,False
5113,8527,L55706,L,298.3,0.316214595753145,14.0,False,False,False,False,False,False
5114,3988,M18847,M,302.3,0.3162145957563774,115.0,False,False,False,False,False,False
5115,88,L47267,L,299.0,0.31621459576252625,108.0,False,False,False,False,False,False
5116,7198,L54377,L,300.0,0.31621459575917027,69.0,False,False,False,False,False,False
5117,7468,H36881,H,300.3,0.31621459575768224,102.0,False,False,False,False,False,False
5118,8791,L55970,L,297.4,0.3162145957538557,47.0,False,False,False,False,False,False
5119,2373,M17232,M,299.3,0.31621459575338395,93.0,False,False,False,False,False,False
5120,9224,L56403,L,297.9,0.3162145957515805,116.0,False,False,False,False,False,False
5121,6445,M21304,M,300.8,0.31621459574023847,54.0,False,False,False,False,False,False
5122,6769,H36182,H,301.3,0.31621459575566147,108.0,False,False,False,False,False,False
5124,4461,L51640,L,302.6,0.3162145957651192,193.0,False,False,False,False,False,False
5125,6888,L54067,L,300.8,0.3162145957720298,116.0,False,False,False,False,False,False
5126,3546,L50725,L,301.8,0.31621459576416394,38.0,False,False,False,False,False,False
5127,5511,L52690,L,302.8,0.31621459575447175,54.0,False,False,False,False,False,False
5128,3770,M18629,M,302.2,0.3162145957558063,187.0,False,False,False,False,False,False
5129,2305,L49484,L,300.0085898275486,0.31621459575714145,145.0,False,False,False,False,False,False
5130,5089,L52268,L,304.0,0.31621459575781546,69.0,False,False,False,False,False,False
5131,8479,M23338,M,298.5,0.3162145957491051,96.0,False,False,False,False,False,False
5132,9099,L56278,L,297.3,0.316214595758014,0.0,False,False,False,False,False,False
5133,1124,H30537,H,296.6,0.3162145957519173,100.0,True,False,False,True,False,False
5134,7677,L54856,L,300.0085898275486,0.31621459575665806,206.0,False,False,False,False,False,False
5135,7552,M22411,M,300.2,0.31621459575948124,102.0,False,False,False,False,False,False
5136,1337,L48516,L,298.9,0.31621459576450395,230.0,False,False,False,False,False,False
5137,9930,H39343,H,298.4,0.31621459575872757,58.0,False,False,False,False,False,False
5138,5665,M20524,M,302.2,0.31621459576225747,24.0,False,False,False,False,False,False
5139,6927,H36340,H,301.1,0.31621459575439553,0.0,False,False,False,False,False,False
5140,4399,M19258,M,302.3,0.3162145957635154,31.0,False,False,False,False,False,False
5141,7796,H37209,H,300.1,0.3162145957684077,85.0,False,False,False,False,False,False
5142,3384,H32797,H,301.4,0.3162145957684077,49.0,False,False,False,False,False,False
5143,3179,M18038,M,300.2,0.31621459574670757,186.0,False,False,False,False,False,False
5144,5317,M20176,M,303.6,0.3162145957689694,16.0,False,False,False,False,False,False
5145,2142,M17001,M,299.3,0.3162145957642129,160.0,False,False,False,False,False,False
5146,9054,M23913,M,297.4,0.3162145957669708,84.0,False,False,False,False,False,False
5147,5600,M20459,M,302.7,0.3162145957675451,81.0,False,False,False,False,False,False
5148,2820,L49999,L,300.2,0.316214595749289,133.0,False,False,False,False,False,False
5149,1025,L48204,L,296.2,0.31621459576975647,42.0,False,False,False,False,False,False
5150,9321,L56500,L,298.4,0.31621459575377764,166.0,False,False,False,False,False,False
5151,1202,L48381,L,296.9,0.3162145957677851,74.0,False,False,False,False,False,False
5152,837,L48016,L,296.6,0.31621459575036914,185.0,False,False,False,False,False,False
5153,9448,M24307,M,300.0085898275486,0.31621459574610383,88.0,False,False,False,False,False,False
5154,2664,L49843,L,299.9,0.31621459576620164,196.0,False,False,False,False,False,False
5155,3132,L50311,L,300.1,0.3162145957678643,57.0,False,False,False,False,False,False
5156,2372,L49551,L,299.3,0.31621459575377764,91.0,False,False,False,False,False,False
5157,2273,M17132,M,300.0085898275486,0.31621459575665806,71.0,False,False,False,False,False,False
5158,5001,L52180,L,303.7,0.3162145957734181,35.0,False,False,False,False,False,False
5159,6549,L53728,L,301.4,0.316214595771672,108.0,False,False,False,False,False,False
5160,3306,M18165,M,301.3,0.3162145957642129,78.0,False,False,False,False,False,False
5161,5154,L52333,L,304.2,0.3162145957672194,23.0,False,False,False,False,False,False
5162,7466,M22325,M,300.0085898275486,0.3162145957522501,94.0,False,False,False,False,False,False
5163,9369,L56548,L,297.7,0.31621459576062416,72.0,False,False,False,False,False,False
5164,5963,L53142,L,300.5,0.31621459577033645,125.0,False,False,False,False,False,False
5165,1930,M16789,M,298.0,0.31621459575898164,26.0,False,False,False,False,False,False
5166,2362,M17221,M,299.2,0.3162145957666759,64.0,False,False,False,False,False,False
5167,2784,M17643,M,300.2,0.3162145957616531,44.0,False,False,False,False,False,False
5168,2769,L49948,L,300.0,0.3162145957684458,11.0,False,False,False,False,False,False
5169,2223,L49402,L,299.7,0.316214595765533,108.0,False,False,False,False,False,False
5170,4610,L51789,L,303.0,0.3162145957572097,142.0,False,False,False,False,False,False
5171,6143,L53322,L,300.9,0.31621459577121025,148.0,False,False,False,False,False,False
5172,3483,L50662,L,301.9,0.31621459576231153,83.0,False,False,False,False,False,False
5173,97,M14956,M,299.0,0.3162145957641148,47.0,False,False,False,False,False,False
5174,1106,M15965,M,296.6,0.3162145957705355,50.0,False,False,False,False,False,False
5175,5032,M19891,M,303.8,0.31621459576085725,113.0,False,False,False,False,False,False
5176,6911,L54090,L,300.8,0.31621459575566147,174.0,False,False,False,False,False,False
5177,8636,L55815,L,300.0085898275486,0.3162145957695106,65.0,False,False,False,False,False,False
5178,4464,L51643,L,302.8,0.3162145957773824,199.0,False,False,False,False,False,False
5179,4807,H34220,H,303.6,0.31621459575098126,186.0,False,False,False,False,False,False
5180,7395,L54574,L,299.7,0.31621459575872757,137.0,False,False,False,False,False,False
5181,8775,M23634,M,297.6,0.31621459575369937,108.0,False,False,False,False,False,False
5182,6348,L53527,L,300.2,0.31621459575469907,17.0,False,False,False,False,False,False
5183,9525,H38938,H,299.0,0.3162145957677851,69.0,False,False,False,False,False,False
5184,4674,L51853,L,303.4,0.3162145957600903,69.0,False,False,False,False,False,False
5185,5301,M20160,M,303.8,0.3162145957697216,190.0,False,False,False,False,False,False
5186,5275,L52454,L,303.6,0.31621459576607,122.0,False,False,False,False,False,False
5187,9402,M24261,M,297.7,0.3162145957700665,174.0,False,False,False,False,False,False
5188,3285,H32698,H,301.2,0.316214595749834,25.0,False,False,False,False,False,False
5189,7535,L54714,L,300.0,0.31621459575447175,60.0,False,False,False,False,False,False
5190,3092,L50271,L,300.0,0.31621459576326,168.0,False,False,False,False,False,False
5191,5465,M20324,M,302.9,0.31621459576782474,152.0,False,False,False,False,False,False
5192,8106,L55285,L,300.0085898275486,0.31621459575853517,189.0,False,False,False,False,False,False
5193,3201,M18060,M,300.1,0.31621459575707295,19.0,False,False,False,False,False,False
5194,1932,M16791,M,298.2,0.31621459577651373,32.0,False,False,False,False,False,False
5195,5648,H35061,H,302.5,0.31621459578187394,198.0,False,False,False,False,False,False
5196,2890,M17749,M,300.0085898275486,0.31621459576137234,73.0,False,False,False,False,False,False
5197,7970,L55149,L,300.9,0.31621459576975647,74.0,False,False,False,False,False,False
5198,7984,L55163,L,301.0,0.31621459576535027,109.0,False,False,False,False,False,False
5199,278,H29691,H,298.0,0.31621459575872757,70.0,False,False,False,False,False,False
5200,1373,M16232,M,298.8,0.3162145957640162,108.0,False,False,False,False,False,False
5201,3504,L50683,L,301.7,0.3162145957596044,145.0,False,False,False,False,False,False
5202,7966,L55145,L,301.1,0.31621459575774896,65.0,False,False,False,False,False,False
5203,4289,M19148,M,301.7,0.3162145957523327,195.0,False,False,False,False,False,False
5204,1615,M16474,M,300.0085898275486,0.3162145957726044,43.0,False,False,False,False,False,False
5205,66,L47245,L,299.0,0.3162145957525789,179.0,False,False,False,False,False,False
5206,3207,M18066,M,300.1,0.31621459576584826,34.0,False,False,False,False,False,False
5207,9511,M24370,M,299.2,0.3162145957602697,37.0,False,False,False,False,False,False
5208,3789,L50968,L,302.3,0.31621459576068267,24.0,False,False,False,False,False,False
5209,5412,L52591,L,302.8,0.3162145957576153,22.0,False,False,False,False,False,False
5210,5321,L52500,L,303.4,0.3162145957499239,26.0,False,False,False,False,False,False
5211,4107,L51286,L,301.9,0.3162145957549991,173.0,False,False,False,False,False,False
5212,9323,M24182,M,298.5,0.316214595760741,170.0,False,False,False,False,False,False
5213,7612,L54791,L,300.5,0.3162145957658036,44.0,False,False,False,False,False,False
5214,6664,L53843,L,301.3,0.3162145957602697,193.0,False,False,False,False,False,False
5215,9835,M24694,M,298.3,0.31621459576671834,0.0,False,False,False,False,False,False
5216,2971,M17830,M,300.6,0.31621459575693545,78.0,False,False,False,False,False,False
5217,812,L47991,L,296.8,0.3162145957647431,126.0,False,False,False,False,False,False
5218,366,L47545,L,297.6,0.31621459574901273,88.0,False,False,False,False,False,False
5219,2465,M17324,M,298.9,0.31621459576198496,121.0,False,False,False,False,False,False
5220,6527,L53706,L,301.2,0.3162145957609151,51.0,False,False,False,False,False,False
5221,4647,L51826,L,303.3,0.31621459575984867,234.0,True,True,False,False,False,False
5222,8728,L55907,L,297.2,0.3162145957600903,86.0,False,False,False,False,False,False
5223,5081,L52260,L,304.2,0.3162145957538557,47.0,False,False,False,False,False,False
5224,7601,M22460,M,300.4,0.3162145957650726,15.0,False,False,False,False,False,False
5225,538,H29951,H,297.4,0.3162145957609728,83.0,False,False,False,False,False,False
5226,8595,L55774,L,297.4,0.316214595749289,184.0,False,False,False,False,False,False
5227,7166,L54345,L,300.2,0.316214595752415,201.0,False,False,False,False,False,False
5228,6877,L54056,L,300.8,0.3162145957553692,85.0,False,False,False,False,False,False
5229,1898,L49077,L,297.8,0.31621459575447175,155.0,False,False,False,False,False,False
5230,8639,L55818,L,297.6,0.31621459576396677,71.0,False,False,False,False,False,False
5231,2823,L50002,L,300.3,0.31621459576497907,140.0,False,False,False,False,False,False
5232,1210,H30623,H,297.0,0.3162145957831969,98.0,False,False,False,False,False,False
5233,9266,M24125,M,298.3,0.3162145957522501,23.0,False,False,False,False,False,False
5234,20,M14879,M,298.9,0.31621459576671834,55.0,False,False,False,False,False,False
5235,4559,L51738,L,302.7,0.3162145957504574,11.0,True,False,True,False,False,False
5236,2910,L50089,L,300.7,0.31621459576003014,122.0,False,False,False,False,False,False
5237,2139,L49318,L,299.3,0.3162145957705355,154.0,False,False,False,False,False,False
5238,4665,M19524,M,300.0085898275486,0.3162145957636671,41.0,False,False,False,False,False,False
5239,9647,L56826,L,299.4,0.3162145957644558,108.0,False,False,False,False,False,False
5240,4999,M19858,M,303.6,0.3162145957732332,29.0,False,False,False,False,False,False
5241,3817,L50996,L,302.1,0.31621459575741334,93.0,False,False,False,False,False,False
5242,9992,M24851,M,300.0085898275486,0.3162145957732863,5.0,False,False,False,False,False,False
5243,3052,L50231,L,300.2,0.3162145957501919,59.0,False,False,False,False,False,False
5244,2644,M17503,M,299.8,0.316214595753145,143.0,False,False,False,False,False,False
5245,3706,M18565,M,300.0085898275486,0.3162145957702358,23.0,False,False,False,False,False,False
5246,1193,M16052,M,297.2,0.3162145957554426,46.0,False,False,False,False,False,False
5247,8313,M23172,M,298.8,0.3162145957617088,77.0,False,False,False,False,False,False
5248,1778,H31191,H,300.0085898275486,0.31621459576310507,36.0,False,False,False,False,False,False
5249,3041,L50220,L,300.3,0.316214595758406,35.0,False,False,False,False,False,False
5250,7909,L55088,L,300.7,0.3162145957698951,146.0,False,False,False,False,False,False
5251,4827,L52006,L,303.4,0.31621459578087024,20.0,False,False,False,False,False,False
5252,5784,H35197,H,301.8,0.3162145957624728,120.0,False,False,False,False,False,False
5253,3316,M18175,M,301.5,0.3162145957595429,100.0,False,False,False,False,False,False
5254,8249,L55428,L,300.0085898275486,0.3162145957572097,118.0,False,False,False,False,False,False
5255,8023,L55202,L,300.9,0.3162145957561648,210.0,False,False,False,False,False,False
5256,8045,L55224,L,300.7,0.3162145957561648,34.0,False,False,False,False,False,False
5257,7603,L54782,L,300.4,0.31621459576954597,20.0,False,False,False,False,False,False
5258,3657,M18516,M,302.1,0.31621459575166505,108.0,False,False,False,False,False,False
5259,2348,L49527,L,300.0085898275486,0.3162145957538557,108.0,False,False,False,False,False,False
5260,1634,L48813,L,297.9,0.31621459575853517,91.0,False,False,False,False,False,False
5261,4366,L51545,L,302.0,0.31621459575672767,181.0,False,False,False,False,False,False
5262,4917,H34330,H,303.4,0.31621459577164174,40.0,False,False,False,False,False,False
5263,814,L47993,L,296.8,0.3162145957607992,130.0,False,False,False,False,False,False
5264,4305,L51484,L,301.6,0.31621459576915195,14.0,False,False,False,False,False,False
5265,985,L48164,L,296.3,0.31621459575454774,142.0,False,False,False,False,False,False
5266,9549,L56728,L,299.6,0.316214595761259,131.0,False,False,False,False,False,False
5267,3915,L51094,L,302.5,0.3162145957596044,108.0,False,False,False,False,False,False
5268,2775,L49954,L,300.1,0.31621459576331135,24.0,False,False,False,False,False,False
5269,9213,L56392,L,298.0,0.3162145957522501,88.0,False,False,False,False,False,False
5270,6047,L53226,L,300.9,0.3162145957453849,120.0,False,False,False,False,False,False
5271,6278,L53457,L,301.2,0.3162145957575482,47.0,False,False,False,False,False,False
5272,5052,L52231,L,303.9,0.31621459575879135,176.0,False,False,False,False,False,False
5273,3932,M18791,M,302.7,0.3162145957720885,177.0,False,False,False,False,False,False
5274,25,M14884,M,299.0,0.31621459576341365,70.0,False,False,False,False,False,False
5275,5250,M20109,M,303.4,0.3162145957547744,108.0,False,False,False,False,False,False
5276,5734,L52913,L,302.3,0.31621459575923283,206.0,False,False,False,False,False,False
5277,3160,H32573,H,300.4,0.31621459575377764,138.0,False,False,False,False,False,False
5278,2431,M17290,M,298.9,0.3162145957473001,40.0,False,False,False,False,False,False
